,id_news,country,media_outlet,url,title,text,date,search
0,17785718.0,chile,emol,https://www.emol.com/noticias/Autos/2021/02/24/1013155/Estudio-contaminacion-acustica-carreteras.html,Estudio advierte que la contaminación acústica del tráfico podría dañar más que la audición de las personas,"La prestigiosa revista estadounidense  The Atlantic  analizó en su última edición los datos y las conclusiones de la  Revisión anual de la salud pública 2020  de Estados Unidos, trabajo donde se plantea que la contaminación acústica de las grandes ciudades no solo afecta la capacidad auditiva de las personas, sino que además podría ser un factor clave en otras patologías más complejas. Según se explica en el artículo,  la contaminación acústica  de las grandes urbes -producida principalmente por el alto tráfico de vehículos, obras de construcción y aeropuertos-  también estaría vinculada con enfermedades cardiovasculares. RelacionadasDetalle('1006955','979214'); Por años se estimó que exponerse a prolongados periodos de tiempo a altos niveles de presión sonora podría dañar la capacidad auditiva de las personas. No obstante, en el citado estudio  se concluye que la respuesta física del cuerpo a los sonidos fuertes también afecta el ""endotelio o revestimiento interno de las arterias y los vasos sanguíneos"". Si el revestimiento se inflama, agrega el reporte, esto afecta la función de los vasos sanguíneos,  lo que puede provocar una enfermedad cardiovascular. El informe agrega que una vez iniciada, esta respuesta libera hormonas como la adrenalina y el cortisol en el cuerpo. Algunas arterias se contraen; otras se dilatan. La presión arterial aumenta y los azúcares y las grasas inundan el torrente sanguíneo para que los músculos los utilicen rápidamente.  La respuesta al estrés en cascada también provoca la creación de moléculas dañinas que causan estrés oxidativo e inflamación en el revestimiento de los vasos sanguíneos.  Este endotelio disfuncional interfiere con el flujo sanguíneo y afecta a muchos otros procesos que, cuando se deterioran,  contribuyen a una variedad de enfermedades cardiovasculares , como presión arterial alta, acumulación de placa en las arterias, obesidad y diabetes. En ese contexto, las personas que viven en las grandes ciudades normalmente están expuestas a altos niveles de contaminación acústica,  especialmente cuando se transita por calles atestadas de toda clase de vehículos, al igual que quienes viven en las cercanías de los aeropuertos. Basta recordar estudios científicos que han demostrado que  en carreteras densamente pobladas se pueden superar fácilmente los niveles de sonido seguros , ya que solo los camiones pueden producir entre 70 y 90 dB y las sirenas pueden llegar a ser más fuertes que 120 dB. De ahí la importancia, por ejemplo,  que la industria automotriz avance para ofrecer habitáculos más herméticos que detengan el ruido exterior , algo que hoy no es de tanta prioridad. De ahí que un convertible o un Jeep son mucho más ruidosos en su interior que un sedán o una pick-up. RelacionadaDetalle('1012300'); Llama además la atención, agrega el reporte, la rapidez con que la alta presión sonora puede afectar a una persona  y de ahí la necesidad de tomar medidas de resguardo. Uno de los investigadores dijo que estaban sorprendidos de los rápidos efectos que genera la contaminación acústica en las personas,  incluso en aquellos de menor edad y buena salud. Nos sorprendió que los jóvenes, después de escuchar estos sonidos solo una noche, tuvieran disfunción endotelial (...)  Siempre pensamos que esto era algo que lleva años desarrollar "", dijo al respecto Thomas Münzel, coautor de una descripción general sobre el ruido y la salud cardiovascular. Factor que toma más relevancia cuando se considera que las personas que viven en las grandes ciudades  también deben enfrentar otros problemas  como el sedentarismo, tabaquismo, obesidad y presión alta, entre otras.",2021-02-25,contaminación acústica
1,22416427.0,chile,laestrelladechiloe,https://www.laestrellachiloe.cl/impresa/2021/06/15/full/cuerpo-principal/4/,La contaminación acústica,"La contaminación acústica, según la Organización Mundial de la Salud (OMS), es uno de los factores ambientales que provoca más problemas de salud. Y en la cotidianeidad, existe una exposición sustancial a distintas fuentes de generación de ruido. En ese respecto, según la OMS, las ciudades se han convertido en el epicentro de contaminación acústica. Según el Ministerio de Medio Ambiente, se define a la contaminación acústica como cualquier sonido que sea calificado, por quien lo recibe, como algo molesto, indeseado, inoportuno o desagradable, generando impactos nocivos sobre las personas y los distintos componentes del medio ambiente. En este sentido se entiende por ruido molesto cualquier sonido superior a 65 decibelios (dB). En concreto, dicho ruido se vuelve dañino si supera los 75 dB y doloroso a partir de los 120 db. En consecuencia, este estamento recomienda no superar los 65 dB durante el día e indica que para que el sueño sea reparador el ruido ambiental nocturno no debe exceder los 30 dB. Las principales fuentes de generación de ruido reconocidos por el Ministerio de Medio Ambiente son: (a) el tránsito vehicular, aportando con el 70% del ruido ambiental de una ciudad, dependiendo además del estado de las vías de tránsito, el tamaño del vehículo y la frecuencia en el uso de la bocina; (b) las carreteras, ferrocarriles y aeropuertos que perjudican principalmente a las comunidades aledañas; (c) las fuentes fijas como industrias, centros comerciales, pubs, faenas de construcción, entre otras, que al estar dispersas en toda la ciudad generan un impacto indirecto sobre el ambiente sonoro; y (d) actos y conductas ruidosas, que versan sobre actividades cotidianas. En cuanto a los efectos sobre los seres humanos, el año 2005, la OMS y expertos de la Universidad de Chile determinaron los siguientes efectos de la contaminación por ruido: (a) físicos, tales como: aceleración de la respiración y del pulso, aumento de la presión arterial, gastritis, problemas neuromusculares que ocasionan dolor y falta de coordinación, disminución de la visión nocturna, aumento de la fatiga y dificultad para dormir, hipoacusia, desorden hormonal, entre otros; (b) psicológicos tales como estrés, insomnio, irritabilidad, síntomas depresivos, falta de concentración, rendimiento menor en el trabajo, etc.; (c) sociales: problemas en la comunicación, aislamiento, ya que ante la incapacidad de comunicarse adecuadamente el organismo tiende cada vez más a evitar la comunicación.",2021-06-15,contaminación acústica
2,261700.0,chile,biobiochile,https://www.biobiochile.cl/noticias/nacional/region-del-bio-bio/2020/07/02/justicia-ordena-al-municipio-concepcion-fiscalizar-polemicas-obras-edificio-sector-collao.shtml,Justicia ordena al municipio de Concepción fiscalizar polémicas obras de edificio en sector Collao,"La Municipalidad de Concepción deberá fiscalizar las obras de un edificio en altura que se autorizó en el sector de Collao. Se trata de un proyecto que se desarrolla a un lado del colegio Ego Sum para niños con síndrome de Down y que desde el comienzo de las faenas generó todo tipo de impactos, desde la contaminación acústica, a las vibraciones en un amplio perímetro. La orden fue dictada por la Corte de Apelaciones penquista al acoger el recurso de protección presentado por la Asamblea Puchacay. La organización pidió sin éxito revocar el permiso de construcción. No obstante, accedieron a la fiscalización de los trabajos hasta su fin, según indicó el dirigente de la agrupación, Samuel Carrasco. La acción legal apuntaba a la Dirección de Obras Municipales y a la empresa que impulsa el proyecto, la Inmobiliaria Lontué Cinco. El abogado Javier Inostroza explicó que si bien no se revocó el permiso de edificación, la sentencia es ejemplar. Esto, pues establece que la responsabilidad del municipio no termina con la aprobación para construir un edificio. En otra parte del fallo, el tribunal de alzada ordenó a la Municipalidad de Concepción denunciar la contaminación acústica y las vibraciones a la Superintendencia de Medio Ambiente. Este organismo que ya realizó una fiscalización y constató las infracciones ambientales de parte de la Inmobiliaria Lontué.",2020-07-02,contaminación acústica
3,22330373.0,chile,elllanquihue,https://www.ellanquihue.cl/impresa/2021/07/07/full/cuerpo-principal/7/,Contaminación acústica,"La contaminación acústica, según la Organización Mundial de la Salud (OMS), es uno de los factores ambientales que provoca más problemas de salud. Y en la cotidianeidad existe una exposición sustancial a distintas fuentes de generación de ruido. En ese respecto, según la OMS, las ciudades se han convertido en el epicentro de contaminación acústica. De acuerdo al Ministerio de Medio Ambiente, se define a la contaminación acústica como cualquier sonido que sea calificado, por quien lo recibe, como algo molesto, indeseado, inoportuno o desagradable, generando impactos nocivos sobre las personas y los distintos componentes del medio ambiente. En este sentido se entiende por ruido molesto cualquier sonido superior a 65 decibelios (dB). En concreto, dicho ruido se vuelve dañino si supera los 75 dB y doloroso a partir de los 120 db. En consecuencia, este estamento recomienda no superar los 65 dB durante el día e indica que para que el sueño sea reparador, el ruido ambiental nocturno no debe exceder los 30 dB. Las principales fuentes de generación de ruido reconocidos por el Ministerio de Medio Ambiente son: (a) el tránsito vehicular, aportando con el 70% del ruido ambiental de una ciudad, dependiendo además del estado de las vías de tránsito, el tamaño del vehículo y la frecuencia en el uso de la bocina; (b) las carreteras, ferrocarriles y aeropuertos que perjudican principalmente a las comunidades aledañas; (c) las fuentes fijas como industrias, centros comerciales, pubs, faenas de construcción, entre otras, que al estar dispersas en toda la ciudad generan un impacto indirecto sobre el ambiente sonoro; y (d) actos y conductas ruidosas, que versan sobre actividades cotidianas. Los principales efectos de este tipo de contaminación no sólo perjudican a las personas, sino que a las especies animales, teniendo impactos ambientales y efectos adversos sobre la conducta de especies silvestres: desorientación, problemas alimenticios, migración y propensión a ser presa de sus depredadores. En cuanto a los efectos sobre los seres humanos, el año 2005, la OMS y expertos de la Universidad de Chile determinaron los siguientes efectos de la contaminación por ruido: (a) físicos, tales como: aceleración de la respiración y del pulso, aumento de la presión arterial, gastritis, problemas neuromusculares que ocasionan dolor y falta de coordinación, disminución de la visión nocturna, aumento de la fatiga y dificultad para dormir, hipoacusia, desorden hormonal, entre otros; (b) psicológicos tales como estrés, insomnio, irritabilidad, síntomas depresivos, falta de concentración, rendimiento menor en el trabajo, etc.; (c) sociales: problemas en la comunicación, aislamiento, ya que ante la incapacidad de comunicarse adecuadamente el organismo tiende cada vez más a evitar la comunicación.",2021-07-07,contaminación acústica
4,13871464.0,chile,emol,https://www.emol.com/noticias/Nacional/2018/11/21/928133/Los-siete-puntos-de-Santiago-que-tendran-aparatos-para-medir-la-contaminacion-acustica.html,Los siete puntos estratégicos de Santiago que tendrán aparatos para medir la contaminación acústica,"SANTIAGO.- El  Ministerio del Medio Ambiente  presentó la primera  Red de Monitoreo de Ruido Ambiental  del país, que mide en tiempo real y de forma continua la contaminación acústica en siete puntos estratégicos de Santiago. ""Esto nos permitirá justamente poder gestionar, evaluar las políticas que estamos implementando para la reducción del ruido y también a la ciudadanía poder establecer y hacer las denuncias correspondientes para poder gestionar y asegurar a las personas los niveles de ruido para que no afecten su salud"", explicó la titular de la cartera,  Carolina Schmidt . Noticia  relacionada Medio Ambiente elabora ""mapa del ruido"" que identifica los lugares de Santiago con mayor contaminación acústica Las estaciones ( ver mapa más abajo ) están ubicadas en la calle  San Martín  (frente al edificio del Ministerio del Medio Ambiente);  Alameda  (Ministerio de Vivienda);  Pedro de Valdivia  (Municipalidad de Providencia);  Irarrázaval  (Juzgado Policía Local de Ñuñoa);  Autopista Central con Rosas ;  Plaza de Armas  (Municipalidad de Santiago); y en  Los Jacintos con pasaje Leiden  (Maipú). Los puntos fueron seleccionados porque están cercanos a autopistas, avenidas, vías exclusivas, zonas residenciales, calles con adoquines, aeropuerto y, en el caso de la Plaza de Armas, por ser un lugar icónico de Santiago con alto tránsito peatonal. En la web de la red (http://ruido.mma.gob.cl) se pueden visualizar, por ejemplo, los niveles promedio cada una hora, para cada estación. Y otros niveles de ruido, como el promedio para cada minuto y el nivel máximo de ese minuto, entre otros datos. Efectos del ruido La secretaría de Estado señaló que ""las personas tienden a subestimar los efectos del ruido ambiental, principalmente porque es un contaminante que sólo se percibe por uno de nuestros sentidos, la audición. El ruido no se puede ver, por lo que muchas veces se convive con este contaminante como si no existiera"". Y sin duda que afecta a la salud de las personas, generando problemas como  estrés ,  trastorno del sueño ,  afectación cardiovascular ,  pérdida de atención ,  conductas agresivas ,  dificultad en la convivencia , y  baja productividad . Noticia  relacionada Contaminación acústica: Científicos creen que la paz y tranquilidad debiesen ser derechos humanos La Organización para la Cooperación y el Desarrollo Económico (OCDE) recomienda como aceptables niveles promedio de día (07:00 a 23:00 horas)  menores a 65 decibeles  (dBA) y niveles promedio noche (23:00 a 07:00 horas)  menores  a  55 dBA. Se estiman que en el Gran Santiago Urbano hay 1.200.000 personas expuestas a niveles de ruido sobre los 65 dBA en el día y 1.800.000 expuestas a niveles de ruido sobre los 55 dBA en la noche. Consejos ciudadanos ""El principal ruido ambiental de Santiago proviene del transporte vehicular. Todas las personas somos potenciales fuentes de ruido, por lo tanto, podemos contribuir a disminuir el ruido ambiental a través de consejos prácticos"", destacó el Ministerio. Algunos de ellos son  no tocar la bocina  (sólo en casos de extrema necesidad);  no acelerar innecesariamente ; mantener el  vehículo en buenas condiciones ;  no usar tronadores  en el tubo de escape; usar equipos sonoros a  volúmenes moderados , especialmente en la noche.",2018-11-21,contaminación acústica
5,5463808.0,chile,latercera,https://www.latercera.com/nacional/noticia/medio-ambiente-pone-marcha-primera-red-monitoreo-ruido-ambiental-urbano/411560/,Medio Ambiente pone en marcha primera red de monitoreo de ruido ambiental urbano,"La ministra del Medio Ambiente, Carolina Schmidt, presentó hoy la primera Red de Monitoreo de Ruido Ambiental de Chile, que mide en tiempo real y de forma continua la contaminación acústica en siete puntos estratégicos de Santiago. El objetivo de este monitoreo es reducir la contaminación acústica para mejorar la calidad de vida de los habitantes de la capital y aplicar políticas públicas que permitan bajar el ruido. La ministra indicó que ""muchas veces nos acostumbramos al ruido y pensamos que no lo sentimos, es un contaminante invisible, genera estrés, trastornos en el sueño, problemas cardiovasculares, problemas de convivencia y agresividad"". ESTACIONES DE MONITOREO Estos puntos están ubicados en puntos estratégicos de Santiago: San Martín, frente al Ministerio de Medio Ambiente; en la Alameda, frente al edificio del Minvu; en la Municipalidad de Providencia; frente al Juzgado de Policía Local de Ñuñoa; en la Autopista Central, cercanías el Metro Santa Ana; Plaza de Armas y en Maipú. Estos lugares fueron elegidos porque están cercanos a autopistas, avenidas, vías exclusivas, zonas residenciales, calles con adoquines y, en el caso de la Plaza de Armas, por ser un lugar icónico de Santiago con alto tránsito peatonal. Schmidt precisó que la mayor fuente contaminante de ruido es el transporte público, por lo que ""estamos implementando políticas relevantes en el Transantiago"". No obstante, adelantó que la idea de la cartera es extender el funcionamiento de esta red de monitoreo a otras ciudades, como Valparaíso. El principal ruido ambiental de Santiago proviene del transporte vehicular. Todas las personas somos potenciales fuentes de ruido y, por lo tanto, podemos contribuir a disminuir el ruido ambiental a través de consejos prácticos: -No tocar la bocina (sólo en casos de extrema necesidad). -No acelerar innecesariamente. -Mantener el vehículo en buenas condiciones. -No usar tronadores en el tubo de escape. -Usar equipos sonoros a volúmenes moderados, especialmente en la noche. Por favor, inicia sesión en La Tercera para acceder a los comentarios.",2018-11-21,contaminación acústica
6,420933.0,chile,horas24,https://www.24horas.cl/nacional/contaminacion-acustica-santiago-supera-lo-recomendado-por-la-ocde-2701674,Contaminación acústica: Santiago supera lo recomendado por la OCDE,"La contaminación acústica es el enemigo invisible de muchas ciudades de Chile, que se ha transformado en un componente que afecta la tranquilidad y la salud de muchos. En la capital poco queda del silencio y el principal factor es el transporte público. Pararse en Plaza Italia significa exponerse a casi 90 decibeles, cuando la Organización para la Cooperación y el Desarrollo Económicos (OCDE) recomienda 65 como máximo. Son niveles de contaminación preocupantes, por lo que desde el Gobierno trabajan en una red de monitoreo en línea que debutará el segundo semestre. Santiago, Las Condes y Ñuñoa son las comunas que concentran las avenidas más ruidosas. Datos que habrá que chequear a la hora de pensar dónde vivir para disfrutar de una buena calidad de vida.",2018-05-02,contaminación acústica
7,15580863.0,chile,emol,https://www.emol.com/noticias/Tecnologia/2018/03/09/898023/Contaminacion-acustica-Cientificos-creen-que-la-paz-y-tranquilidad-debiesen-ser-derechos-humanos.html,Contaminación acústica: Científicos creen que la paz y tranquilidad debiesen ser derechos humanos,"BOSTON.- El ruido en las ciudades es algo que muchas personas ya han integrado en el día a día de sus vidas, sin embargo, las consecuencias a la salud que tiene la contaminación acústica ya han sido detalladas por científicos en el pasado.  Desde el sonido de los autos pasar, las sirenas ante emergencias o simplemente el ruido de mucha gente conversando simultáneamente , la mayoría de las grandes ciudades sobrepasa con creces los límites saludables. De acuerdo a lo establecido por la Organización Mundial de la Salud (OMS), es esperable que durante el día los ruidos ambientales no  sobrepasen los 50 decibeles, mientras que en la noche la recomendación baja hasta un máximo de 40 decibles . Límites que claramente son olvidados en un día normal. Para Antonella Radicchi, científica de sonido y arquitecta de la Universidad Técnica de Berlín, en Alemania, "" debería ser un derecho tener acceso a lugares de silencio "", algo que es ampliamente apoyado por colegas de diversos lugares del mundo. Quien también ha investigado sobre esto es Erica Walker, investigadora de la Universidad de Harvard, quien decidió analizar la situación que vive en Boston, Estados Unidos, descubriendo que la mayor parte de la ciudad está por sobre las recomendaciones entregadas por la OMS. Noticia  relacionada Vivir en calles con mucho tráfico podría causar demencia en las personas Estudios anteriores han demostrado que el ruido concentrado que se vive en las urbes no sólo molesta en el día a día, sino también puede  ser la causa de problemas con los ciclos de sueño, aumentar los riesgos de patologías cardíacas e hipertensión , así como ocasionar demencia o controlar los niveles de la hormona del estrés en las personas. ""Las gente tiene una actitud en general de que el ruido es sólo una molestia, incluso aquellas personas que son víctimas del ruido también toman esta postra"", lamenta Walker, quien ha desarrollado una aplicación para dispositivos móviles que permite medir la contaminación acústica en el entorno. Es por esto que los científicos han postulado que la opción de tener lugares con esta contaminación controlada  debiese ser parte de los derechos humanos de las personas, para así contribuir a una mejor calidad de vida , asegurando que no por el hecho de decidir vivir en medio de una metrópolis, se debiese obligar a tener problemas de salud a causa de los ruidos.",2018-03-09,contaminación acústica
8,15537318.0,chile,emol,https://www.emol.com/noticias/Tecnologia/2020/09/25/998922/Pajaros-mejoran-cantos-por-confinamiento.html,Estudio muestra que los pájaros mejoran sus cantos gracias al confinamiento por la pandemia,"La contaminación acústica influye en la calidad del canto de las aves y, por ende, en su posibilidad de encontrar pareja. Así lo revela un e studio publicado ayer en Science  que se realizó en la bahía de San Francisco, California. Los científicos investigaron  el impacto que tuvo reducir el ruido provocado por el ser humano en el trino de las aves , en particular los gorriones de corona blanca. Esto, a raíz de las restricciones de desplazamiento impulsadas en la zona por la pandemia. ""Durante la cuarentena del covid había mucho menos ruido de humanos que lo normal. Como resultado,  los pájaros machos cantaron canciones de mejor calidad, y las canciones viajaron más lejos que antes del encierro "", dice a ""El Mercurio"" David Luther, biólogo de la George Mason University (EE.UU.) y coautor de la publicación. Continúa leyendo esta noticia en  ""El Mercurio""",2020-09-25,contaminación acústica
9,21476646.0,chile,elvacanudo,https://www.elvacanudo.cl/noticia/sociedad/la-contaminacion-invisible-del-ruido-que-debemos-abordar,La “contaminación invisible” del ruido que debemos abordar," Haileen Piedra Coordinadora de Marketing Midea Carrier Chile La contaminación acústica es el exceso de sonido -ruido- que altera las condiciones normales del medio ambiente en determinada zona. Pese a que hay quienes pueden convivir con el volumen alto de personas, dispositivos, industrias o vehículos, este tipo de contaminación es capaz de afectar y disminuir la salud y calidad de vida de seres humanos y animales. El “contaminante invisible” se genera cuando el ruido alcanza un nivel superior a 70 decibeles.  Las alteraciones que puede provocar este tipo de alteraciones acústicas van desde daños al oído como vértigo o pérdida de equilibrio hasta repercusiones en el aparato circulatorio, digestivo y respiratorio, así como alteraciones psicopatológicas como el sueño o pérdida de memoria, entre otros. Se trata de un tipo de contaminación que no genera tanta atención, pero que sin embargo causa daños fisiológicos y psicosomáticos muchas veces irreversibles. Según datos de la OCDE, más de 120 millones de personas en el mundo y 13 millones en los países miembros de este grupo sufren estos males. Los ruidos más típicos en un hogar corresponden a aspiradora (75 decibeles), juguera (25 decibeles) y secador de pelo (84 decibeles). Y si el ladrido de un perro puede llegar a los 80 decibeles, el llanto de una guagua anota 20 decibeles. Se trata de un problema “barato de producir” a través del tránsito vehicular, el comercio ambulante y los centros de diversión. Todo esto debe ser considerado por la industria (home appliance) para que los hogares cuenten, de manera progresiva, con dispositivos que generen el menor ruido posible para consolidar espacios más eficientes y amigables para todos. Una nota de atención en este sentido lo pone la Organización Mundial de la Salud (OMS) en Europa, que advierte que, por su rango de impacto, la contaminación acústica es la segunda causa de enfermedad por motivos medioambientales, por detrás de la polución atmosférica, y no sólo es una molestia medioambiental, sino también una amenaza para la salud pública. No basta con no gritar en casa, no escuchar música a todo volumen o evitar usar electrodomésticos por la noche y a primera hora del día. Estas son sólo algunas sugerencias básicas por respeto a los demás, pero sobre todo, por respeto al cuidado de la salud mental. En este sentido, invertir en el desarrollo de tecnologías más silenciosas para los desarrolladores de electrodomésticos, por ejemplo, promoverá una competencia que irá en directo beneficio de los consumidores. El ruido, contaminante invisible que produce efectos negativos en el ser humano, constituye también un grave problema medioambiental y social, por lo que combatirlo implica asumir una actitud de respeto a los demás y a nuestro entorno, y corregirlo demanda acciones individuales y colectivas para mitigar el ruido que hacemos todos.",2021-06-11,contaminación acústica
